child_id,parent_id
67091,67060
67092,67060
67093,67060
67094,67060
67095,67060
67096,67060
67097,67060
67098,67060
67099,67060
67100,67060
67101,67060
67102,67060
67103,67060
67104,67060
67105,67060
67106,67060
67107,67061
67108,67061
67109,67061
67110,67061
67111,67061
67112,67061
67113,67061
67114,67061
67115,67061
67116,67061
67117,67061
67118,67061
67119,67061
67120,67061
67121,67061
67122,67061
67123,67062
67124,67062
67125,67062
67126,67062
67127,67062
67128,67062
67129,67062
67130,67062
67131,67062
67132,67062
67133,67062
67134,67062
67135,67062
67136,67062
67137,67062
67138,67062
67139,67063
67140,67063
67141,67063
67142,67063
67143,67063
67144,67063
67145,67063
67146,67063
67147,67063
67148,67063
67149,67063
67150,67063
67151,67063
67152,67063
67153,67063
67154,67063
67155,67064
67156,67064
67157,67064
67158,67064
67159,67064
67160,67064
67161,67064
67162,67064
67163,67064
67164,67064
67165,67064
67166,67064
67167,67064
67168,67064
67169,67064
67170,67064
67171,67065
67172,67065
67173,67065
67174,67065
67175,67065
67176,67065
67177,67065
67178,67065
67179,67065
67180,67065
67181,67065
67182,67065
67183,67065
67184,67065
67185,67065
67186,67065
67187,67066
67188,67066
67189,67066
67190,67066
67191,67066
67192,67066
67193,67066
67194,67066
67195,67066
67196,67066
67197,67066
67198,67066
67199,67066
67200,67066
67201,67066
67202,67066
67203,67067
67204,67067
67205,67067
67206,67067
67207,67067
67208,67067
67209,67067
67210,67067
67211,67067
67212,67067
67213,67067
67214,67067
67215,67067
67216,67067
67217,67067
67218,67067
67219,67067
67220,67067
67221,67068
67222,67068
67223,67068
67224,67068
67225,67068
67226,67068
67227,67068
67228,67068
67229,67068
67230,67068
67231,67068
67232,67068
67233,67068
67234,67068
67235,67068
67236,67068
67237,67069
67238,67069
67239,67069
67240,67069
67241,67069
67242,67069
67243,67069
67244,67069
67245,67069
67246,67069
67247,67069
67248,67069
67249,67069
67250,67069
67251,67069
67252,67069
67253,67070
67254,67070
67255,67070
67256,67070
67257,67070
67258,67070
67259,67070
67260,67070
67261,67070
67262,67070
67263,67070
67264,67070
67265,67070
67266,67070
67267,67070
67268,67070
67269,67071
67270,67071
67271,67071
67272,67071
67273,67071
67274,67071
67275,67071
67276,67071
67277,67071
67278,67071
67279,67071
67280,67071
67281,67071
67282,67071
67283,67071
67284,67071
67285,67072
67286,67072
67287,67072
67288,67072
67289,67072
67290,67072
67291,67072
67292,67072
67293,67072
67294,67072
67295,67072
67296,67072
67297,67072
67298,67072
67299,67072
67300,67072
67301,67073
67302,67073
67303,67073
67304,67073
67305,67073
67306,67073
67307,67073
67308,67073
67309,67073
67310,67073
67311,67073
67312,67073
67313,67073
67314,67073
67315,67073
67316,67073
67317,67074
67318,67074
67319,67074
67320,67074
67321,67074
67322,67074
67323,67074
67324,67074
67325,67074
67326,67074
67327,67074
67328,67074
67329,67074
67330,67074
67331,67074
67332,67074
67333,67075
67334,67075
67335,67075
67336,67075
67337,67075
67338,67075
67339,67075
67340,67075
67341,67075
67342,67075
67343,67075
67344,67075
67345,67075
67346,67075
67347,67075
67348,67075
67349,67075
67350,67075
67351,67076
67352,67076
67353,67076
67354,67076
67355,67076
67356,67076
67357,67076
67358,67076
67359,67076
67360,67076
67361,67076
67362,67076
67363,67076
67364,67076
67365,67076
67366,67076
67367,67076
67368,67076
67369,67077
67370,67077
67371,67077
67372,67077
67373,67077
67374,67077
67375,67077
67376,67077
67377,67077
67378,67077
67379,67077
67380,67077
67381,67077
67382,67077
67383,67077
67384,67077
67385,67078
67386,67078
67387,67078
67388,67078
67389,67078
67390,67078
67391,67078
67392,67078
67393,67078
67394,67078
67395,67078
67396,67078
67397,67078
67398,67078
67399,67078
67400,67078
67401,67079
67402,67079
67403,67079
67404,67079
67405,67079
67406,67079
67407,67079
67408,67079
67409,67079
67410,67079
67411,67079
67412,67079
67413,67079
67414,67079
67415,67079
67416,67079
67417,67079
67418,67080
67419,67080
67420,67080
67421,67080
67422,67080
67423,67080
67424,67080
67425,67080
67426,67080
67427,67080
67428,67080
67429,67080
67430,67080
67431,67080
67432,67080
67433,67080
67434,67081
67435,67081
67436,67081
67437,67081
67438,67081
67439,67081
67440,67081
67441,67081
67442,67081
67443,67081
67444,67081
67445,67081
67446,67081
67447,67081
67448,67081
67449,67081
67450,67082
67451,67082
67452,67082
67453,67082
67454,67082
67455,67082
67456,67082
67457,67082
67458,67082
67459,67082
67460,67082
67461,67082
